chipNo,vdd,frequency [MHz],00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
chip8,1.0,18,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5AC0,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A06,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F006,F0F0F0F0
chip8,1.0,18,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5B70,5A5A5A5A,5A5A5B90,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.0,20,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.0,20,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.0,20,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F2D0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.0,22,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A0006,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A0A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.0,22,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5AC0,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFF06,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F006,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.0,22,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A30,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F006,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F006,F0F0F0F0,F0F0F0F0
chip8,1.0,24,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A06,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F006,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.0,24,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F270,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F390,F0F0F3A0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.0,24,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A06,FFFFFFFF,FFFF0006,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,16,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F410,F0F0F0F0,F0F0F0F0
chip8,1.1,16,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,16,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,18,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,18,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,18,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFF80,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F3A9,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,20,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F290,F0F0F0F0,F0F0F0F0,F0F0F006,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F38D,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F006,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,20,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5B00,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,20,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,22,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A50,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F3EE,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,22,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5AA0,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5B8E,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
chip8,1.1,22,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,FFFFFFFF,FFFFFFFF,5A5A5BE0,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,5A5A5A5A,F0F0F240,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0,F0F0F0F0
